Info,Info_Set,Accuracy
Stand (6/30),Exp_2025-06-30-v1/E9AD0E7DCC2B/,0.0
Sit_chair (6/30),Exp_2025-06-30-v2/E9AD0E7DCC2B/,87.20930218696594
Stand (7/9),Exp_2025-07-09-v1/E9AD0E7DCC2B/,83.05
Sit_chair (7/9),Exp_2025-07-09-v2/E9AD0E7DCC2B/,83.14
Stand (7/10),Exp_2025-07-10-v1/E9AD0E7DCC2B/,80.56
Sit_chair (7/10),Exp_2025-07-10-v2/E9AD0E7DCC2B/,82.66
Stand (7/11),Exp_2025-07-11-v1/E9AD0E7DCC2B/,82.49
Sit_chair (7/11),Exp_2025-07-11-v2/E9AD0E7DCC2B/,83.02
Stand (7/16),Exp_2025-07-16-v1/E9AD0E7DCC2B/,80.03
Sit_chair (7/16),Exp_2025-07-16-v2/E9AD0E7DCC2B/,81.88
Stand (7/17),Exp_2025-07-17-v1/E9AD0E7DCC2B/,85.04
Sit_chair (7/17),Exp_2025-07-17-v2/E9AD0E7DCC2B/,85.73
Stand (7/23),Exp_2025-07-23-v1/E9AD0E7DCC2B/,80.37
Sit_chair (7/23),Exp_2025-07-23-v2/E9AD0E7DCC2B/,81.49
